bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
45617,O Cavalo e o Seu Rapaz (As Crónicas de Nárnia  #3),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,3.92,9722330551,9789722330558,por,160,207,16,8/15/2003,Editorial Presença
44824,Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,4.03,0520234413,9780520234413,eng,304,35,6,2/1/2003,University of California Press
33537,Frankenstein,Mary Wollstonecraft Shelley/Susan J. Wolfson,3.79,0321399536,9780321399533,eng,431,230,28,7/1/2006,Pearson
43407,Alles ist erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,3.9,3462032178,9783462032178,ger,384,39,4,2/20/2003,Kiepenheuer & Witsch
19512,Schopenhauer: A Very Short Introduction,Christopher Janaway,3.81,0192802593,9780192802590,eng,137,346,26,2/21/2002,Oxford University Press
13529,March,Geraldine Brooks,3.75,0143036661,9780143036661,eng,280,49145,5344,1/31/2006,Penguin
37040,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,3.82,1585678767,9781585678761,eng,438,8361,819,4/19/2007,Harry N. Abrams
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,0596523696,9780596523695,eng,873,166,4,7/29/2006,O'Reilly Media
7422,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,0520240588,9780520240582,en-US,907,3,0,10/1/2003,University of California Press
18422,Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,0310214696,9780310214694,eng,224,11874,1544,11/26/1996,Zondervan
11279,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02,0446362662,9780446362665,eng,600,16116,894,3/1/1992,Warner Books
40913,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,3.7,0812501942,9780812501940,eng,182,43,4,12/1/1989,Tor Books
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta/Takeshi Obata/Yukari Umezawa,4.27,1421510669,9781421510668,eng,207,1012,21,4/3/2007,VIZ Media LLC
22489,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,4.54,0933121296,9780933121294,eng,363,129,6,12/1/1991,Black Classic Press
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,0375760911,9780375760914,en-GB,225,16133,1099,7/2/2002,Villard
19428,The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,3.82,0439650372,9780439650373,eng,96,402,19,3/1/2005,Scholastic Paperbacks
35441,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons,4.1,1593074824,9781593074821,eng,144,424,20,4/11/2006,Dark Horse Books
4273,About a Boy,Nick Hornby,3.8,0141007338,9780141007335,eng,278,825,73,4/4/2002,Penguin
14169,Touching the Rock: An Experience of Blindness,John M. Hull/Oliver Sacks,3.98,067973547X,9780679735472,eng,248,141,24,6/2/1992,Vintage
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein/Charlie Conrad,3.9,0767902351,9780767902359,eng,200,4473,228,6/1/1999,Harmony
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,4.22,0940450534,9780940450530,eng,1137,67,9,4/1/1990,Library of America
16305,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,1579126286,9781579126285,eng,220,36334,975,9/1/2006,Black Dog & Leventhal Publishers
3577,A Tangled Web,L.M. Montgomery,3.88,0770422454,9780770422455,eng,288,3760,248,8/1/1989,Seal Books
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4.0,1557344493,9781557344496,eng,48,36,2,8/28/1994,Teacher Created Resources
16074,A Dubious Codicil,Michael Wharton,3.25,0701130644,9780701130640,eng,224,3,0,3/15/1991,Random House UK Distribution
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316,3261,58,1/13/1994,Grove Press
44652,Fablehaven (Fablehaven  #1),Brandon Mull,4.1,1590385810,9781590385814,eng,351,117341,8718,6/7/2006,Shadow Mountain
12631,On MisEducation (Critical Perspectives),Noam Chomsky/Donaldo Macedo,3.76,0742529789,9780742529786,eng,199,282,20,2/23/2004,Rowman & Littlefield Publishers
33455,Island of the Sequined Love Nun,Christopher Moore,3.8,0060735449,9780060735449,eng,325,27534,1247,5/25/2004,Harper Perennial
29791,The Ministry of Special Cases,Nathan Englander,3.66,0375404937,9780375404931,eng,339,2509,368,4/24/2007,Knopf Publishing Group
41712,Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,0425204197,9780425204191,en-US,515,227,17,7/26/2005,G.P. Putnam's Sons
23276,Taxation of Mineral Rents,Ross Garnaut,5.0,0198284543,9780198284543,eng,350,1,0,11/17/1983,Oxford University Press  USA
43390,1968: War and Democracy,Eugene J. McCarthy/Christopher Hitchens,4.5,1883477379,9781883477370,eng,246,2,1,9/23/2000,Lone Oak Press
37305,Destiny's Daughters,Gwynne Forster/Donna Hill/Parry A. Brown,4.2,0758212380,9780758212382,eng,292,71,8,1/31/2006,Kensington
23204,Stern Men,Elizabeth Gilbert,3.41,061812733X,9780618127337,eng,304,4308,542,6/8/2001,Mariner Books
31361,Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01,0765308401,9780765308405,eng,675,2940,121,1/1/2004,Orb Books
27247,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill Phillips,3.5,0071467440,9780071467445,eng,309,2,0,8/1/2006,McGraw-Hill Education
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,1595821066,9781595821065,en-US,208,844,26,11/22/2006,Digital Manga Publishing / Dark Horse
18135,Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.74,0743477111,9780743477116,eng,368,1893917,14637,1/1/2004,Simon Schuster
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,0439554896,9780439554893,eng,352,6333,244,11/1/2003,Scholastic
24953,Danny The Champion Of The World,Roald Dahl/Quentin Blake,4.09,022406469X,9780224064699,eng,256,107,9,11/7/2002,Jonathan Cape
14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,0061120073,9780061120077,eng,496,345283,16114,5/30/2006,HarperCollins Publishers
41793,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,4.05,0596006624,9780596006624,eng,272,6572,302,5/25/2004,O'Reilly Media
9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff Smith,3.38,1584281340,9781584281344,eng,124,51,0,7/1/2004,Amherst Media
39916,Epileptic,David B.,3.88,0375714685,9780375714689,eng,368,11891,534,7/4/2005,Pantheon
17687,The Metamorphosis,Franz Kafka,3.81,1419172697,9781419172694,en-US,48,395,30,6/17/2004,Kessinger Publishing
40297,The Well At The World's End: Volume I,William Morris/Lin Carter,3.81,1587150883,9781587150883,en-US,332,257,22,3/20/2000,Borgo Press
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,0451200268,9780451200266,eng,397,3381,116,5/1/2000,Signet
17297,1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,4.41,0807615323,9780807615324,eng,174,17,0,5/17/2004,George Braziller Inc.
30190,Goddess of Light (Goddess Summoning  #3),P.C. Cast,4.04,0425201961,9780425201961,eng,355,5594,213,4/5/2005,Berkley
11525,1 000 Places to See Before You Die,Patricia Schultz,3.85,0761104844,9780761104841,eng,992,36303,439,5/22/2003,Workman Publishing Company
30977,The Black Road (Diablo #2),Mel Odom,3.67,0743426916,9780743426916,eng,360,1224,18,4/2/2002,Star Trek
18029,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.01,1585675245,9781585675241,eng,208,2785,183,4/12/2004,Harry N. Abrams
30249,Sensual Phrase  Vol. 15,Mayu Shinjō,4.23,1421505606,9781421505602,en-US,175,488,7,8/1/2006,Viz Media
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1,10/20/1995,University Press of Kansas
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3331,242,10/5/2000,Mariner Books
35252,Frankenstein,Mary Wollstonecraft Shelley,3.79,1419542249,9781419542244,en-US,450,17,3,10/30/2006,Kaplan
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson Potter Publishers
43060,Slider,Patrick Robinson,4.13,006058033X,9780060580339,en-US,416,66,7,4/27/2004,It Books
33437,Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,3.91,0758202954,9780758202956,eng,382,12503,532,2/1/2007,Kensington Publishing Corporation
18517,To the Lighthouse,Virginia Woolf/Eudora Welty,3.78,0156907399,9780156907392,en-US,209,4116,300,12/27/1989,Harcourt
40395,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,3.81,0143104888,9780143104889,eng,186,38926,2355,1/30/2007,Penguin Books
18990,The Honourable Schoolboy,John le Carré,3.95,0743457919,9780743457910,eng,589,11733,513,10/29/2002,Scribner Book Company
31678,Jane Austen: A Life,Carol Shields,3.85,0143035169,9780143035169,eng,192,2279,173,5/31/2005,Penguin Books
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,1931859353,9781931859356,eng,240,237,22,4/1/2006,Haymarket Books
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9780345481337,eng,286,2735,162,9/19/2006,Ballantine Books
31314,Barnyard Dance,Sandra Boynton,4.25,1563054426,9781563054426,en-US,24,21265,480,10/1/1993,Workman Publishing Company
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.0,0060094419,9780060094416,eng,405,339,9,7/26/2005,HarperTorch
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239,4136,255,6/1/2002,Booket
10562,The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,1577658035,9781577658030,eng,236,1379,56,12/3/2005,Baronet Books
27842,Data Structures and Algorithms in Java,Michael T. Goodrich/Roberto Tamassia,3.83,0471738840,9780471738848,en-US,720,151,8,8/1/2005,Wiley
5187,The Book of Ruth,Jane Hamilton,3.85,0385265700,9780385265706,en-US,328,63595,1222,12/1/1989,Anchor Books
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,0160729947,9780160729942,eng,496,239,5,1/5/2006,National Park Service
26229,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,3.57,156947124X,9781569471241,eng,149,39,5,7/1/1998,Soho Press
25921,Love Mode  Vol. 1,Yuki Shimizu,3.93,1598160109,9781598160109,eng,192,1417,41,11/8/2005,Blu
40138,Bone In The Throat,Anthony Bourdain,3.39,1841952877,9781841952871,eng,290,30,4,4/30/2002,Canongate Books
23837,Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,3.6,1565891740,798499100096,eng,175,8,1,2/23/2005,Crystal Clarity Publishers
34530,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,0613572173,9780613572170,eng,355,67,2,7/31/2001,Turtleback Books
28748,The Very Persistent Gappers of Frip,George Saunders/Lane Smith,4.11,1932416374,9781932416374,eng,84,2457,356,3/29/2006,McSweeney's
5685,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0142000272,9780142000274,en-US,838,2415,397,12/1/2001,Penguin Books
44988,Kim,Rudyard Kipling/Pankaj Mishra,3.72,0812971345,9780812971347,eng,306,113,22,2/10/2004,Modern Library
24047,The Stowaway Solution (On The Run  #4),Gordon Korman,4.11,0439651395,9780439651394,eng,160,2041,82,10/1/2005,Scholastic
6677,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,1593074964,9781593074968,eng,56,511,65,9/26/2006,Dark Horse Books
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,3.34,0486406660,9780486406664,mul,288,26,0,12/23/1998,Dover Publications
8645,Stanley Park,Timothy  Taylor,3.57,1582432902,9781582432908,eng,436,1818,89,9/25/2003,Counterpoint LLC
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,1580087949,9781580087940,eng,382,4171,161,9/1/2006,Ten Speed Press
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2594,403,5/3/2005,Broadway Books
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,0060838582,9780060838584,eng,399,190039,4922,7/5/2005,Harper Perennial
6008,Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David Young,4.3,093244055X,9780932440556,eng,184,169,21,10/8/1990,Oberlin College Press
27788,Julie  or the New Heloise,Jean-Jacques Rousseau/Philip Stewart/Jean Vache,3.46,0874518253,9780874518252,en-US,728,1019,27,10/1/1997,Dartmouth College Press
42078,Ukraine,Sarah Johnstone,3.91,186450336X,9781864503364,eng,216,27,5,7/1/2005,Lonely Planet
9350,The Virtues of Aging,Jimmy Carter,3.55,0345425928,9780345425928,eng,160,221,36,10/13/1998,Ballantine Books
29898,The Wars,Timothy Findley,3.88,0571207995,9780571207992,eng,218,6467,245,8/20/2001,Faber and Faber
27691,The Gabriel Hounds,Mary  Stewart,3.92,0061145394,9780061145391,eng,322,3629,145,11/28/2006,HarperTorch
37657,The Body in the Lighthouse,Katherine Hall Page,3.68,0380813866,9780380813865,en-US,352,434,28,3/30/2004,Avon
6526,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,0399153934,9780399153938,eng,511,23107,1295,11/1/2007,Putnam Adult
24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,0743406567,9780743406567,eng,288,12448,526,5/1/2002,Scribner
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,0307345971,9780307345974,eng,263,1166,112,8/1/2006,Three Rivers Press
33692,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,Robert D. Kaplan,3.92,037550804X,9780375508042,en-US,272,32,9,2/3/2004,Random House
10972,Omega Path (Outlanders  #4),James Axler,3.87,0373638175,9780373638178,en-US,352,80,2,1/23/1998,Gold Eagle
30117,Where the Sidewalk Ends: Poems and Drawings,Shel Silverstein,4.3,0060572345,9780060572341,eng,192,3587,179,2/18/2014,HarperCollins
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,0385495226,9780385495226,eng,352,85408,4334,6/15/1999,Anchor Books
5499,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,0385264763,9780385264761,eng,286,4815,446,12/1/1991,Anchor Books
41130,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,0312890389,9780312890384,eng,336,1208,89,5/15/1995,Orb Books
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.73,0590519344,9780590519342,eng,131,2319,63,10/1/1999,Scholastic Inc.
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,0143037838,9780143037835,eng,272,7838,681,9/5/2006,Penguin Books
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,0804721289,9780804721288,en-US,224,17,2,9/1/1993,Stanford University Press
39081,The Cake Book,Tish Boyle/John Uher,4.19,0471469335,9780471469339,eng,384,100,12,4/14/2006,Houghton Mifflin Harcourt
41649,Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,0440413702,9780440413707,eng,87,79,12,7/8/1996,Yearling Books
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,9781401207922,eng,296,234954,4058,11/1/2005,Vertigo
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut Jr.,4.36,051712436X,9780517124369,eng,527,914,8,5/28/1995,Wings Books
11313,Silver on the Tree (The Dark is Rising  #5),Susan Cooper,4.15,0689840330,9780689840333,eng,274,27802,507,12/1/2000,Margaret K. McElderry Books
21830,The Totem,David Morrell,3.58,0446691909,9780446691901,eng,448,1152,76,4/1/2003,Grand Central Publishing
14194,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.88,0440151880,9780440151883,eng,186,275,6,12/31/1982,Dell Publishing Company
19983,The Drift House: The First Voyage,Dale Peck,3.65,159990005X,9781599900056,eng,437,618,69,11/1/2006,Bloomsbury Publishing PLC
32510,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,0425213102,9780425213100,eng,214,13896,537,12/5/2006,Berkley Books
43269,Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,4.04,0060543523,9780060543525,eng,208,4,0,3/14/2006,HarperCollins
9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,0812513738,9780812513738,eng,1007,148074,2471,10/15/1993,Tom Doherty Tor Fantasy
18241,War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,4.11,067003469X,9780670034697,eng,1412,1228,93,1/19/2006,Viking Adult
30892,The Main,Trevanian,3.86,1400098238,9781400098231,eng,352,920,32,7/26/2005,Broadway Books
12771,A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal/Kate William,3.67,0553566407,9780553566406,eng,197,267,7,2/1/1996,Bantam
10884,Einstein: His Life and Universe,Walter Isaacson,4.11,0743264738,9780743264730,eng,675,113315,2833,4/10/2007,Simon  Schuster
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,9781591169253,eng,192,16666,299,9/13/2005,VIZ Media LLC
7850,The Girl in the Flammable Skirt,Aimee Bender,3.88,0385492162,9780385492164,eng,192,6591,661,8/17/1999,Anchor
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,0764544578,9780764544576,eng,72,10,2,12/12/2003,Cliffs Notes
34480,Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki,3.8,2070401677,9782070401673,fre,210,29,2,1/23/1997,Gallimard
41695,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,0425205592,9780425205594,eng,357,5956,185,10/31/2005,Berkley
13856,Witches Abroad (Discworld  #12),Terry Pratchett,4.22,055215296X,9780552152969,en-GB,368,346,31,8/1/2005,Corgi
28158,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler/John Wallner/Alexandra Wallner,3.75,0823408817,9780823408818,en-US,32,14,4,3/1/1991,Holiday House
13237,Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,4.01,0300091699,9780300091694,eng,172,104,6,8/11/2002,Yale University Press
